Municipio,Día,Hora,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Escolaridad
PURIFICACIÓN,Sábado,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,19,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,19,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,52,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,19,RURAL,CANCHA DE FUTBOL,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Sábado,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
LA UNIÓN,Sábado,6,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
BELLO,Domingo,4,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ITAGUI,Domingo,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MARINILLA,Domingo,23,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Domingo,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
YARUMAL,Domingo,17,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
YARUMAL,Domingo,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
FORTUL,Domingo,19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,PRIMARIA
BARRANQUILLA (CT),Domingo,3,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GALAPA,Domingo,21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MANIZALES (CT),Domingo,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
LA MONTAÑITA,Domingo,1,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,6,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
EL TAMBO,Domingo,9,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
SANTANDER DE QUILICHAO,Domingo,5,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
CERETÉ,Domingo,23,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Domingo,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GIRARDOT,Domingo,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PITALITO,Domingo,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,SEPARADO,COLOMBIA,COMERCIANTE,SECUNDARIA
TARQUI,Domingo,6,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
VILLAVICENCIO (CT),Domingo,23,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
ALDANA,Domingo,8,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ALDANA,Domingo,8,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ALDANA,Domingo,8,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,49,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ABREGO,Domingo,8,URBANA,TALLERES MECANICA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CÚCUTA (CT),Domingo,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
LA VIRGINIA,Domingo,17,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
LA VIRGINIA,Domingo,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
PEREIRA (CT),Domingo,20,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,76,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SAN ANDRÉS (CT),Domingo,12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
RIONEGRO,Domingo,1,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SAN JUAN DE BETULIA,Domingo,1,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Domingo,17,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Domingo,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
DAGUA,Domingo,1,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
EL CERRITO,Domingo,11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
EL CERRITO,Domingo,11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VERSALLES,Domingo,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,ANALFABETA
BELLO,Lunes,19,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR
BELLO,Lunes,1,RURAL,CARRETERA,BOLSA PLASTICA,CONDUCTOR VEHICULO,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
BELLO,Lunes,1,RURAL,CARRETERA,BOLSA PLASTICA,CONDUCTOR VEHICULO,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
FREDONIA,Lunes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MARINILLA,Lunes,3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MEDELLÍN (CT),Lunes,5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Lunes,8,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Lunes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
REMEDIOS,Lunes,13,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,14,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
REMEDIOS,Lunes,13,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
TARAZÁ,Lunes,17,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
TURBO,Lunes,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VEGACHÍ,Lunes,11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,6,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,PRIMARIA
VEGACHÍ,Lunes,11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,PRIMARIA
BARRANQUILLA (CT),Lunes,1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CAMPO DE LA CRUZ,Lunes,16,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,85,MASCULINO,VIUDO,COLOMBIA,AGRICULTOR,PRIMARIA
CARTAGENA (CT),Lunes,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOLÍVAR,Lunes,17,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
CALOTO,Lunes,10,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,PRIMARIA
CORINTO,Lunes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CORINTO,Lunes,6,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PUERTO TEJADA,Lunes,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
QUIBDÓ (CT),Lunes,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MONTERÍA (CT),Lunes,18,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
MONTERÍA (CT),Lunes,9,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,5,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,PRIMARIA
SAN PELAYO,Lunes,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
TIERRALTA,Lunes,12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Lunes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,58,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA
BOGOTÁ D.C. (CT),Lunes,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,1,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Lunes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
LA MESA,Lunes,3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
SOACHA,Lunes,10,URBANA,LOTE BALDIO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
FONSECA,Lunes,8,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
MAICAO,Lunes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CIÉNAGA,Lunes,23,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
LA MACARENA,Lunes,5,RURAL,ZONA SELVÁTICA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
OLAYA HERRERA,Lunes,22,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
OLAYA HERRERA,Lunes,10,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BUCARAMANGA (CT),Lunes,8,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CIMITARRA,Lunes,6,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Lunes,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Lunes,4,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Lunes,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Lunes,15,URBANA,CAÑOS,CONTUNDENTES,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CANDELARIA,Lunes,11,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CANDELARIA,Lunes,12,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
GUADALAJARA DE BUGA,Lunes,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,SECUNDARIA
JAMUNDÍ,Lunes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PALMIRA,Lunes,14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
TULUÁ,Lunes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
AMAGÁ,Martes,5,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,67,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CÁCERES,Martes,8,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CIUDAD BOLÍVAR,Martes,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
MEDELLÍN (CT),Martes,9,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
FORTUL,Martes,10,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
FORTUL,Martes,10,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
BARRANQUILLA (CT),Martes,13,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,PRIMARIA
CARTAGENA (CT),Martes,17,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MANIZALES (CT),Martes,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICO
MANIZALES (CT),Martes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
TÁMARA,Martes,8,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PAEZ,Martes,18,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
POPAYÁN (CT),Martes,9,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
LA GLORIA,Martes,5,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CANALETE,Martes,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,LIDER CIVICO,SECUNDARIA
LA APARTADA,Martes,12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
GIRARDOT,Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
LA MESA,Martes,18,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,63,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
PASCA,Martes,3,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,87,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
RIOHACHA (CT),Martes,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
VILLAVICENCIO (CT),Martes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
OLAYA HERRERA,Martes,12,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
OLAYA HERRERA,Martes,12,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
LA CELIA,Martes,13,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
IBAGUÉ (CT),Martes,16,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,85,MASCULINO,UNION LIBRE,COLOMBIA,PENSIONADO,PRIMARIA
CALI (CT),Martes,8,RURAL,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,61,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Martes,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,60,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Martes,21,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
CALI (CT),Martes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Martes,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
GUACARÍ,Martes,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
